1.81198120117e-05,0.0864827572019 
0.44389295578,0.467647501906 
0.886950016022,0.147340993751 
1.33034801483,0.272260531932 
1.77379918098,0.400383135194 
2.21730709076,0.121716473099 
2.66072797775,0.134528733425 
3.10414910316,16.8192947432 
3.54757404327,127.341055382 
3.99103116989,219.435582607 
4.43448710442,367.683043776 
4.87811899185,556.17381463 
5.32148909569,878.104276782 
5.76506209373,1254.45801773 
6.20845508575,1594.78047958 
6.6518881321,1956.21434339 
7.09546017647,2412.82728609 
7.538834095,3094.82710631 
7.98226118088,3754.32539435 
8.4256939888,4475.82861622 
8.86913704872,4677.37187729 
9.31258702278,4767.76557695 
9.7560069561,4671.74088887 
10.1994659901,4661.30530284 
10.6430160999,4699.57552443 
11.0864930153,4664.85109588 
11.5298810005,4668.27196939 
11.9733021259,4745.23521717 
12.4167449474,4692.51596899 
12.8601660728,4729.81566187 
13.3035869598,4690.21937133 
13.7470040321,4776.05190632 
14.1904389858,4779.2549714 
14.6338829994,4745.20638958 
15.0772969723,4881.43915363 
15.5207669735,4953.21984211 
15.9641990662,4960.01354315 
16.4077870846,4915.23469331 
16.8511681557,4831.52579047 
17.2946109772,4952.99883062 
17.7380321026,5114.9682226 
18.1814961433,5075.9644991 
18.624943018,4870.16116148 
19.0683760643,4764.98531646 
19.511783123,4876.23096981 
19.9551889896,4900.71199623 
20.3986251354,4820.84677148 
20.8420331478,4894.92405762 
21.2854521275,4782.77834299 
21.7290301323,4794.87311674 
22.1725420952,4724.35763897 
22.6158800125,4768.5407187 
23.0592660904,4748.68812133 
23.5026931763,4829.42137671 
23.946103096,4766.76942371 
24.389521122,4823.97616607 
24.8329310417,4911.46788877 
25.2763211727,4775.29277989 
25.7197470665,4805.76033495 
26.16310215,4797.297837 
26.6065599918,4788.03457279 
27.050205946,4844.20992819 
27.4935340881,4693.40321802 
27.9369289875,4716.54216017 
28.3803970814,4705.80868908 
28.8237900734,4689.09829855 
29.2672021389,4790.45608999 
29.7106590271,4796.39777572 
30.1540541649,4928.88615668 
30.5974650383,4870.62560592 
31.0408930779,3652.42308184 
31.4843039513,2505.23251062 
31.9277451038,1468.10245867 
32.3712949753,521.561493359 
32.8146309853,195.454234341 
33.2580461502,82.5237687611 
33.7014789581,42.6968575371 
34.1449010372,19.4778387609 
34.5883030891,7.7257929767 
35.0317070484,-0.698268187778 
35.475123167,-3.58422982625 
35.9184679985,-4.87186198904 
36.3619129658,-4.53554015547 
36.805339098,-4.8430344033 
37.2487621307,-4.35616851091 
37.8053920269,-4.35616851091 
